Document_Index§Dominant_Topic§Topic_Perc_Contrib§Keywords
1185§22.0§0.31540000438690186§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1186§3.0§0.2596000134944916§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1187§22.0§0.28130000829696655§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1188§0.0§0.23229999840259552§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1189§22.0§0.3276999890804291§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1190§22.0§0.44279998540878296§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1191§22.0§0.3741999864578247§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1192§22.0§0.3443000018596649§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1193§22.0§0.40529999136924744§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1194§0.0§0.33009999990463257§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1195§22.0§0.3077000081539154§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1196§3.0§0.4796999990940094§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1197§22.0§0.3319000005722046§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1198§22.0§0.30720001459121704§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1199§22.0§0.3337000012397766§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1200§22.0§0.263700008392334§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1201§22.0§0.4097999930381775§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1202§22.0§0.4036000072956085§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1203§3.0§0.4122999906539917§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1204§22.0§0.4415000081062317§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1205§22.0§0.3653999865055084§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1206§22.0§0.376800000667572§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1207§22.0§0.2696000039577484§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1208§22.0§0.37599998712539673§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1209§0.0§0.2615000009536743§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1210§22.0§0.34700000286102295§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1211§22.0§0.3723999857902527§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1212§22.0§0.34850001335144043§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1213§22.0§0.24140000343322754§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1214§22.0§0.24390000104904175§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1215§22.0§0.2937000095844269§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1216§0.0§0.3472000062465668§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1217§3.0§0.2793999910354614§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1218§3.0§0.26409998536109924§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1219§3.0§0.33250001072883606§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1220§0.0§0.25099998712539673§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1221§22.0§0.3107999861240387§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1222§15.0§0.3779999911785126§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1223§15.0§0.39329999685287476§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1224§0.0§0.3483999967575073§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1225§0.0§0.2768999934196472§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1226§22.0§0.2797999978065491§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1227§15.0§0.2888000011444092§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1228§6.0§0.3070000112056732§justice, juste, injuste, suivant, responsable, mobile, justic, exercice, immobile, injustice
1229§3.0§0.38040000200271606§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1230§15.0§0.39329999685287476§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1231§15.0§0.4410000145435333§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1232§3.0§0.303600013256073§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1233§3.0§0.41429999470710754§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1234§0.0§0.2623000144958496§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1235§3.0§0.3749000132083893§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1236§15.0§0.2443999946117401§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1237§0.0§0.2906000018119812§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1238§0.0§0.3926999866962433§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1239§0.0§0.3028999865055084§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1240§15.0§0.3386000096797943§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1241§22.0§0.3628000020980835§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1242§22.0§0.3718000054359436§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1243§3.0§0.2957000136375427§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1244§22.0§0.26669999957084656§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1245§22.0§0.4447000026702881§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1246§22.0§0.4341999888420105§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1247§3.0§0.33160001039505005§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1248§3.0§0.30219998955726624§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1249§22.0§0.2759999930858612§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1250§3.0§0.314300000667572§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1251§22.0§0.3303999900817871§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1252§3.0§0.3068999946117401§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1253§15.0§0.2624000012874603§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1254§3.0§0.42149999737739563§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1255§22.0§0.3176000118255615§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1256§3.0§0.3846000134944916§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1257§3.0§0.34439998865127563§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1258§3.0§0.37299999594688416§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1259§3.0§0.353300005197525§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1260§3.0§0.34869998693466187§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1261§3.0§0.396699994802475§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1262§22.0§0.2597000002861023§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1263§15.0§0.3043000102043152§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1264§3.0§0.3619000017642975§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1265§3.0§0.30869999527931213§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1266§3.0§0.4032999873161316§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1267§3.0§0.3188999891281128§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1268§22.0§0.313400000333786§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1269§22.0§0.2648000121116638§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1270§0.0§0.26989999413490295§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1271§22.0§0.3727000057697296§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1272§22.0§0.36890000104904175§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1273§3.0§0.33340001106262207§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1274§3.0§0.32179999351501465§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1275§0.0§0.3458000123500824§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1276§22.0§0.3441999852657318§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1277§22.0§0.26579999923706055§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1278§3.0§0.4165000021457672§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1279§3.0§0.28630000352859497§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1280§3.0§0.311599999666214§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1281§22.0§0.34540000557899475§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1282§22.0§0.4341999888420105§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1283§3.0§0.29350000619888306§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1284§22.0§0.49050000309944153§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1285§3.0§0.3531999886035919§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1286§3.0§0.3068999946117401§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1287§0.0§0.27950000762939453§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1288§0.0§0.2825999855995178§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1289§3.0§0.2563000023365021§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1290§3.0§0.28700000047683716§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1291§22.0§0.33809998631477356§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1292§3.0§0.3118000030517578§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1293§22.0§0.3725000023841858§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1294§3.0§0.385699987411499§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1295§22.0§0.4081000089645386§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1296§22.0§0.30410000681877136§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1297§22.0§0.3091999888420105§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1298§0.0§0.22010000050067902§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1299§22.0§0.28999999165534973§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1300§22.0§0.45410001277923584§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1301§22.0§0.4690999984741211§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1302§15.0§0.3357999920845032§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1303§22.0§0.3147999942302704§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1304§22.0§0.3483999967575073§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1305§15.0§0.4088999927043915§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1306§22.0§0.44769999384880066§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1307§22.0§0.2700999975204468§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1308§22.0§0.3465000092983246§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1309§22.0§0.35659998655319214§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1310§22.0§0.29980000853538513§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1311§3.0§0.3027999997138977§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1312§22.0§0.3878999948501587§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1313§22.0§0.35989999771118164§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1314§22.0§0.30489999055862427§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1315§22.0§0.41440001130104065§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1316§22.0§0.3068999946117401§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1317§22.0§0.35339999198913574§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1318§3.0§0.3386000096797943§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1319§22.0§0.35179999470710754§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1320§22.0§0.3553999960422516§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1321§22.0§0.4153999984264374§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1322§22.0§0.3215999901294708§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1323§3.0§0.33469998836517334§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1324§3.0§0.24320000410079956§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1325§3.0§0.2696000039577484§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1326§22.0§0.266400009393692§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1327§15.0§0.41429999470710754§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1328§22.0§0.4066999852657318§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1329§3.0§0.3513000011444092§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1330§3.0§0.37770000100135803§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1331§15.0§0.3467000126838684§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1332§15.0§0.41929998993873596§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1333§15.0§0.29510000348091125§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1334§15.0§0.3043999969959259§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1335§15.0§0.3610999882221222§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1336§0.0§0.2888999879360199§bien, faire, esprit, point, voir, raison, jamais, croire, dire, moins
1337§22.0§0.33469998836517334§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1338§15.0§0.3174000084400177§autre, chose, nature, naturel, homme, effet, principe, seul, existence, non
1339§22.0§0.2847000062465668§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1340§22.0§0.2833999991416931§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1341§22.0§0.28859999775886536§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1342§22.0§0.2597000002861023§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1343§3.0§0.365200012922287§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1344§3.0§0.28610000014305115§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1345§3.0§0.322299987077713§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1346§3.0§0.27000001072883606§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1347§3.0§0.322299987077713§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1348§22.0§0.35199999809265137§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1349§22.0§0.29840001463890076§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1350§3.0§0.38769999146461487§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1351§3.0§0.34150001406669617§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1352§3.0§0.38359999656677246§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1353§22.0§0.31369999051094055§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1354§3.0§0.4699999988079071§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1355§22.0§0.3418999910354614§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1356§3.0§0.3840999901294708§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
1357§22.0§0.33239999413490295§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1358§22.0§0.44269999861717224§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1359§22.0§0.29170000553131104§conscience, faire, dire, encore, tel, falloir, histoire, action, passer, prendre
1360§3.0§0.41530001163482666§homme, vie, autre, etat, humain, bien, besoin, travail, force, puissance
